mengusir	VB
kawanan	NN
monyet	NN
,	,
pemkot	NNP
Delhi	NNP
juga	RB
kesulitan	VB
mengatasi	VB
wabah	NN
demam	NN
berdarah	NN
.	.

Curah	NN
hujan	NN
yang	IN
tinggi	JJ
menyebabkan	VB
banyak	DT
genangan	NN
,	,
tempat	NN
ideal	JJ
bagi	IN
nyamuk	NN
aedes	NNP
berkembang	VB
biak	RP
.	.

Pemkot	NN
telah	MD
menempatkan	VB
ikan	NN
di	IN
berbagai	DT
genangan	NN
air	NN
untuk	IN
memangsa	VB
telur	NN
nyamuk	NN
.	.

Miliarder	NN
AS	NNP
jamu	VB
orang	NN
kaya	JJ
Cina	NNP

Dua	CD
miliarder	NN
Amerika	NNP
Bill	NNP
Gates	NNP
dan	CC
Warren	NNP
Buffett	NNP
akan	MD
mengadakan	VB
jamuan	NN
makan	NN
malam	NN
di	IN
Beijing	NNP
bagi	IN
sejumlah	NN
orang	NN
terkaya	JJ
di	IN
Cina	NNP
.	.

Gates	NNP
dan	CC
Buffett	NNP
mengatakan	VB
mereka	PRP
berada	VB
di	IN
Cina	NNP
untuk	IN
mempelajari	VB
kegiatan	NN
amal	NN
di	IN
negara	NN
itu	DT
.	.

Banyak	DT
orang	NN
menduga	VB
mereka	PRP
ingin	VB
membujuk	VB
para	DT
tamu	NN
agar	IN
lebih	RB
banyak	RB
menyumbang	VB
untuk	IN
amal	NN
.	.

Kedua	CD
orang	NN
terkaya	JJ
dunia	NN
itu	DT
sudah	MD
berhasil	VB
membujuk	VB
banyak	DT
orang	NN
yang	IN
sangat	RB
kaya	JJ
di	IN
Amerika	NNP
agar	IN
menyumbangkan	VB
separuh	CD
kekayaan	NN
mereka	PRP
.	.

Ada	VB
kerahasiaan	NN
mengenai	IN
acara	NN
itu	DT
,	,
pihak	NN
penyelenggara	NN
tidak	RB
membeberkan	VB
nama-nama	NN
tamu	NN
.	.

Salah	RP
satu	CD
orang	NN
yang	IN
akan	MD
menghadiri	VB
jamuan	NN
makan	NN
malam	NN
itu	DT
adalah	VBZ
Chen	NNP
Guangbiao	NNP
,	,
seorang	DT
miliarder	NN
yang	IN
meraup	VB
kekayaan	NN
dari	IN
bisnis	NN
mendaur	VB
ulang	RP
sampah	NN
dari	IN
industri	NN
bangunan	NN
.	.

Dia	PRP
mengatakan	VB
kepada	IN
BBC	NNP
bahwa	IN
dia	PRP
sudah	MD
berencana	VB
menyumbangkan	VB
seluruh	DT
harta	NN
nya	PRP$
untuk	IN
amal	NN
bila	IN
dia	PRP
meninggal	VB
.	.

"	``
Beramal	VB
dan	CC
membantu	VB
sudah	MD
menjadi	VB
bagian	NN
dari	IN
budaya	NN
Cina	NNP
selama	IN
5.000	CD
tahun	NN
.	.
Tetapi	CC
kegiatan	NN
amal	NN
resmi	JJ
baru	RB
dikembangkan	VB
di	IN
Cina	NNP
dalam	IN
30	CD
tahun	NN
terakhir	JJ
,	,
sejak	IN
kami	PRP
menerapkan	VB
reformasi	NN
ekonomi	NN
.	.
"	''

"	``
Banyak	DT
orang	NN
baru	RB
mulai	VB
menjadi	VB
kaya	JJ
dan	CC
kami	PRP
baru-baru	NN
ini	RP
saja	RB
bisa	MD
memberi	VB
makan	NN
diri	NN
sendiri	NN
,	,
"	''
kata	VB
nya	PRP
.	.

Menyumbangkan	VB
uang	NN
untuk	IN
amal	NN
belum	RB
begitu	RB
berkembang	VB
di	IN
Cina	NNP
sebaik	JJ
di	IN
banyak	DT
negara	NN
lain	JJ
.	.

Kalau	IN
jamuan	NN
makan	NN
malam	NN
ini	DT
bisa	MD
dikatakan	VB
berhasil	VB
,	,
keberhasilan	NN
itu	DT
adalah	VBZ
mendorong	VB
perdebatan	NN
mengenai	IN
apa	WP
arti	NN
beramal	VB
bagi	IN
yang	PRP
membutuhkan	VB
.	.

Kisah	NN
pendiri	NN
Facebook	NNP
dibuat	VB
komik	NN

Kisah	NN
pendiri	NN
Facebook	NNP
Mark	NNP
Zuckerberg	NNP
akan	MD
diceritakan	VB
dalam	IN
sebuah	DT
komik	NN
biografi	NN
.	.

Komik	NN
dengan	IN
judul	NN
Mark	NNP
Zuckerberg	NNP
:	:
Pencipta	NN
Facebook	NNP
,	,
akan	MD
tersedia	VB
di	IN
pasar	NN
sebelum	IN
Desember	NNP
2010	CD
,	,
demikian	NN
pernyataan	NN
penerbit	NN
Bluewater	NNP
Productions	NNP
.	.

Penulis	NN
Jerome	NNP
Maida	NNP
menyebut	VB
kisah	NN
Zuckerberg	NNP
'	``
mengagumkan	VB
'	''
dan	CC
'	``
luar	RP
biasa	JJ
'	''
.	.

Sebuah	DT
film	NN
mengenai	IN
Facebook	NNP
dengan	IN
judul	NN
The	NNP
Social	NNP
Network	NNP
,	,
juga	RB
akan	MD
dirilis	NN
pada	IN
tanggal	NN
15	CD
Oktober	NNP
nanti	NN
.	.

Film	NN
yang	IN
ditulis	VB
oleh	IN
pencipta	NN
serial	NN
West	NNP
Wing	NNP
Aaron	NNP
Sorkin	NNP
dan	CC
disutradarai	VB
oleh	IN
David	NNP
Fincher	NNP
yang	IN
pernah	MD
menggarap	VB
film	NN
Fight	NNP
's	NNP
Club	NNP
ini	DT
sebenarnya	RB
belum	RB
memperoleh	VB
izin	NN
Mark	NNP
Zuckerberg	NNP
.	.

Pemuda	NN
berusia	VB
26	CD
tahun	NN
ini	DT
mengatakan	VB
"	``
Saya	PRP
mengharapkan	VB
tidak	RB
ada	VB
orang	NN
yang	IN
membuat	VB
film	NN
tentang	IN
saya	PRP
ketika	IN
saya	PRP
masih	MD
hidup	VB
,	,
"	''
kata	VB
nya	PRP
dalam	IN
sebuah	DT
konferensi	NN
teknologi	NN
Juni	NNP
silam	NN
.	.

Hingga	IN
Juli	NNP
2010	CD
lebih	RB
dari	IN
500	CD
juta	CD
yang	IN
terdaftar	VB
dalam	IN
situs	NN
jejaring	NN
sosial	JJ
tersebut	DT
.	.

Hanya	RB
butuh	VB
enam	CD
tahun	NN
bagi	IN
Zuckerberg	NNP
untuk	IN
bisa	MD
mencapai	VB
kesuksesan	NN
seperti	IN
sekarang	NN
ini	DT
,	,
setelah	IN
sebelumnya	RB
dia	PRP
meluncurkan	VB
situs	NN
ini	DT
saat	IN
masih	MD
duduk	VB
sebagai	IN
mahasiswa	NN
di	IN
Universitas	NNP
Harvard	NNP
.	.

September	NNP
silam	NN
,	,
majalah	NN
Forbes	NNP
memasukkan	VB
dia	PRP
dalam	IN
daftar	NN
35	CD
orang	NN
terkaya	JJ
di	IN
Amerika	NNP
Serikat	NNP
dengan	IN
total	NN
kekayaan	NN
diperkirakan	VB
mencapai	VB
US	NNP
$	SYM
6,4	CD
miliar	CD
.	.

Tetapi	CC
langkah	NN
dia	PRP
menuju	VB
kesuksesan	NN
tidak	RB
lah	RP
mulus	JJ
.	.

Dua	CD
orang	NN
rekan	NN
Zuckerberg	NNP
di	IN
Harvard	NNP
mengklaim	VB
ide	NN
pembuatan	NN
Facebook	NNP
datang	VB
dari	IN
mereka	PRP
.	.

Mereka	PRP
terlibat	VB
dalam	IN
sengketa	NN
hukum	NN
yang	IN
berlarut-larut	VB
pada	IN
tahun	NN
2008	CD
dan	CC
diakhiri	VB
dengan	IN
pembayaran	NN
yang	IN
dirahasiakan	VB
jumlah	NN
nya	DT
kepada	IN
Cameron	NNP
dan	CC
Tyler	NNP
Winklevoss	NNP
,	,
yang	IN
kini	NN
juga	RB
membuat	VB
situs	NN
jejaring	NN
sosial	JJ
bernama	VB
ConnectU	NNP
.	.

Perebutan	NN
jamrud	NN
Bahia	NNP
raksasa	JJ

Jaksa	NN
Kalifornia	NNP
akan	MD
mulai	VB
menanyai	VB
sejumlah	NN
pihak	NN
untuk	IN
menentukan	VB
mengenai	IN
kepemilikan	NN
dari	IN
jamrud	NN
raksasa	JJ
,	,
yang	IN
disebut	VB
sebagai	IN
terbesar	JJ
.	.

Jamrud	NN
Bahia	NNP
-	:
dinamakan	VB
sesuai	JJ
lokasi	NN
penemuan	NN
nya	PRP$
di	IN
salah	RP
satu	CD
daerah	NN
di	IN
Brasil	NNP
-	:
memiliki	VB
berat	NN
380	CD
kg	NN
.	.

Diperkirakan	VB
jamrud	NN
raksasa	JJ
itu	DT
bernilai	VB
lebih	RB
dari	IN
US	NNP
$	SYM
370	CD
juta	CD
dan	CC
setidaknya	RB
enam	CD
orang	NN
mengklaim	VB
kepemilikan	NN
hak	NN
atas	IN
batu	NN
tersebut	DT
.	.

Jaksa	NN
akan	MD
mendengarkan	VB
semua	DT
pihak	NN
yang	IN
mengklaim	VB
permata	NN
itu	DT
,	,
sebelum	IN
memutuskan	VB
kasus	NN
nya	PRP$
pada	IN
Oktober	NNP
nanti	NN
.	.

Salah	RP
satu	CD
dari	IN
pihak	NN
yang	IN
berselisih	VB
,	,
adalah	VBZ
Anthony	NNP
Thomas	NNP
ahli	NN
konstruksi	NN
dari	IN
Kalifornia	NNP
yang	IN
mengatakan	VB
dia	PRP
telah	MD
membayar	VB
kepada	IN
dua	CD
orang	NN
agen	NN
permata	NN
Brasil	NNP
senilai	NN
US	NNP
$	SYM
60.000	CD
untuk	IN
jamrud	NN
tersebut	DT
tak	RB
lama	JJ
setelah	IN
ditemukan	VB
sembilan	CD
tahun	NN
lalu	VB
.	.

Thomas	NNP
mengatakan	VB
telah	MD
mengatur	VB
agar	IN
batu	NN
itu	DT
dikirim	VB
melalui	IN
kapal	NN
ke	IN
kediaman	NN
nya	PRP$
di	IN
San	NNP
Jose	NNP
,	,
tetapi	CC
tak	RB
pernah	MD
muncul	VB
.	.

Dia	PRP
percaya	VB
batu	NN
itu	DT
telah	MD
dicuri	VB
untuk	IN
dijual	VB
kembali	RB
dengan	IN
harga	NN
yang	IN
lebih	RB
mahal	JJ
.	.

Thomas	NNP
hanya	RB
salah	RP
satu	CD
dari	IN
enam	CD
pihak	NN
yang	IN
mengklaim	VB
sebagai	IN
pemilik	NN
jamrud	NN
raksasa	JJ
itu	DT
.	.

Satu	CD
masalah	NN
yang	IN
dihadapi	VB
adalah	VBZ
dia	PRP
kehilangan	VB
tanda	NN
terima	NN
akibat	IN
kebakaran	NN
yang	IN
melanda	VB
rumah	NN
nya	PRP$
.	.

Jamrud	NN
itu	DT
akhirnya	RB
sampai	VB
ke	IN
Amerika	NNP
,	,
meskipun	IN
setibanya	NN
di	IN
Amerika	NNP
tidak	RB
jelas	JJ
siapa	WP
pemilik	NN
nya	PRP$
.	.

Satu	CD
hal	NN
yang	IN
diketahui	VB
batu	NN
itu	DT
sempat	MD
disimpan	VB
di	IN
lemari	NN
besi	NN
bank	NNP
di	IN
New	NNP
Orleans	NNP
yang	IN
terkena	VB
banjir	NN
ketika	IN
daerah	NN
itu	DT
diterjang	VB
Badai	NNP
Katrina	NNP
,	,
sehingga	IN
batu	NN
berharga	JJ
terendam	VB
di	IN
dalam	NN
air	NN
untuk	IN
beberapa	DT
bulan	NN
.	.

Jamrud	NN
Bahia	NNP
kemudian	RB
dibawa	VB
ke	IN
Las	NNP
Vegas	NNP
untuk	IN
dilihat	VB
oleh	IN
calon	NN
pembeli	NN
namun	CC
disita	VB
oleh	IN
polisi	NN
Los	NNP
Angeles	NNP
.	.

Badut	NN
politikus	NN
ditantang	VB
baca	VB
tulis	VB

Seorang	DT
badut	NN
di	IN
Brasil	NNP
yang	IN
mempunyai	VB
peluang	NN
besar	JJ
meraih	VB
kursi	NN
di	IN
parlemen	NN
dalam	IN
pemilihan	NN
Minggu	NNP
(	-LRB-
3/10	CD
)	-RRB-
-	:
ditantang	VB
untuk	IN
membuktikan	VB
bahwa	IN
dia	PRP
bisa	MD
membaca	VB
dan	CC
menulis	VB
.	.

Jajak	NN
pendapat	NN
memperlihatkan	VB
badut	NN
itu	DT
,	,
Tiririca	NNP
,	,
akan	MD
meraih	VB
lebih	RB
dari	IN
satu	CD
juta	CD
suara	NN
.	.

Namun	CC
hakim	NN
di	IN
Sao	NNP
Paulo	NNP
menuntut	VB
dia	PRP
untuk	IN
memperlihatkan	VB
bisa	MD
memenuhi	VB
persyaratan	NN
baca	VB
tulis	VB
.	.

Sejumlah	NN
surat	NN
kabar	NN
Brasil	NNP
melaporkan	VB
Tiririca	NNP
-	:
sama	JJ
seperti	IN
satu	CD
dari	IN
sepuluh	CD
warga	NN
Brasil	NNP
buta	JJ
aksara	RP
.	.

Tiririca	NNP
-	:
yang	IN
dalam	IN
bahasa	NN
sehari-hari	NN
Portugis	NNP
arti	NN
nya	PRP$
tukang	NN
mengeluh	VB
-	:
menjadi	VB
sensasi	NN
besar	JJ
selama	IN
kampanye	NN
pemilihan	NN
.	.

Video	NN
kampanye	NN
nya	PRP$
yang	IN
kocak	JJ
berhasil	VB
meraih	VB
jutaan	CD
penonton	NN
di	IN
YouTube	NNP
.	.

Dia	PRP
antara	IN
lain	JJ
menggunakan	VB
slogan	NN
"	``
Tidak	RB
bisa	MD
lebih	RB
buruk	JJ
lagi	RB
"	''
dan	CC
"	``
Apa	WP
yang	IN
dilakukan	VB
wakil	NN
anda	PRP
?	.
Sungguh	RB
saya	PRP
tidak	RB
tahu	VB
.	.
Tapi	CC
pilih	VB
lah	RP
saya	PRP
dan	CC
saya	PRP
akan	MD
mencari	VB
tahu	RP
untuk	IN
anda	PRP
.	.
"	''

Hakim	NN
memutuskan	VB
untuk	IN
menggelar	VB
ujian	NN
aksara	NN
setelah	IN
majalah	NN
Epoca	NNP
menayangkan	VB
video	NN
di	IN
situs	NN
nya	PRP$
yang	IN
memperlihatkan	VB
Tiririca	NNP
tampak	VB
kesulitan	VB
membaca	VB
.	.

Komisi	NN
pemilihan	NN
mengatakan	VB
sudah	MD
terlambat	VB
untuk	IN
menghentikan	VB
pencalonan	NN
nya	PRP$
namun	CC
dia	PRP
bisa	MD
diberhentikan	VB
setelah	IN
pemilihan	NN
nanti	NN
jika	IN
gagal	VB
memperlihatkan	VB
kemampuan	NN
membaca	VB
.	.

Calon	NN
selebriti	NN

Tiririca	NNP
-	:
yang	IN
nama	NN
aslinya	NN
Francisco	NNP
Everardo	NNP
Oliveira	NNP
Silva	NNP
-	:
mulai	VB
bekerja	VB
di	IN
sirkus	NN
sejak	IN
berusia	VB
delapan	CD
tahun	NN
di	IN
negara	NN
bagian	NN
miskin	JJ
,	,
Ceara	NNP
.	.

Dengan	IN
pengalaman	NN
nya	PRP$
,	,
dia	PRP
kini	NN
menjadi	VB
salah	RP
seorang	DT
pelawak	NN
yang	IN
terkenal	VB
di	IN
TV	NN
.	.

Dia	PRP
merupakan	VB
salah	RP
seorang	DT
dari	IN
puluhan	CD
calon	NN
yang	IN
berasal	VB
dari	IN
dunia	NN
olahraga	NN
maupun	CC
pertunjukan	NN
,	,
yang	IN
berjuang	VB
untuk	IN
merebut	VB
kursi	NN
di	IN
majelis	NN
rendah	JJ
parlemen	NN
dengan	IN
bersaing	VB
melawan	VB
politikus	NN
berpengalaman	VB
.	.

Seluruhnya	RB
tercatat	VB
6.000	CD
calon	NN
dari	IN
27	CD
partai	NN
untuk	IN
meraih	VB
513	CD
kursi	NN
di	IN
parlemen	NN
.	.

Calon	NN
lain	JJ
yang	IN
diduga	VB
akan	MD
meraih	VB
kursi	NN
di	IN
parlemen	NN
dengan	IN
kemenangan	NN
mutlak	JJ
adalah	VBZ
Romario	NNP
,	,
yang	IN
merupakan	VB
salah	RP
seorang	DT
bintang	NN
sepak	NN
bola	NN
Brasil	NNP
saat	IN
meraih	VB
Piala	NNP
Dunia	NNP
1994	CD
.	.

Para	DT
pengamat	NN
mengatakan	VB
popularitas	NN
para	DT
selebriti	NN
mencerminkan	VB
kebingungan	NN
dengan	IN
politik	NN
utama	JJ
karena	IN
maraknya	NN
sejumlah	NN
skandal	NN
korupsi	NN
.	.

Ibu	NN
,	,
bayi	NN
dan	CC
parlemen	NN

Seorang	DT
anggota	NN
Parlemen	NNP
Eropa	NNP
asal	NN
Italia	NNP
menghadiri	VB
sidang	NN
parlemen	NN
di	IN
Strasbourg	NNP
dengan	IN
menggendong	VB
anak	NN
bayi	NN
nya	PRP$
.	.

Licia	NNP
Ronzulli	NNP
mengatakan	VB
ia	PRP
ingin	VB
menunjukkan	VB
beratnya	NN
beban	NN
yang	IN
ditanggung	VB
kaum	NN
perempuan	NN
untuk	IN
menjalani	VB
karir	NN
sekaligus	RB
mengasuh	VB
anak	NN
.	.

Para	DT
anggota	NN
parlemen	NN
sedang	MD
membahas	VB
usul	NN
untuk	IN
memperbaiki	VB
hak	NN
maupun	CC
kesempatan	NN
bagi	IN
perempuan	NN
untuk	IN
bekerja	VB
.	.

Vittoria	NNP
yang	IN
baru	RB
berusia	VB
satu	CD
bulan	NN
tampak	VB
tidur	VB
nyenyak	JJ
selama	IN
sidang	NN
berlangsung	VB
.	.

Ronzulli	NNP
yang	IN
mewakili	VB
Partai	NNP
Kebebasan	NNP
Rakyat	NNP
pimpinan	NN
PM	NNP
Italia	NNP
Silvio	NNP
Berlusconi	NNP
mendapat	VB
sambutan	NN
meriah	JJ
ketika	IN
berdiri	VB
untuk	IN
menyampaikan	VB
pidato	NN
nya	PRP$
.	.

Ia	PRP
mengatakan	VB
kepada	IN
rekan	NN
nya	PRP$
sesama	NN
anggota	NN
parlemen	NN
:	:
"	``
Saya	PRP
ingin	VB
melihat	VB
komitmen	NN
yang	IN
lebih	RB
besar	JJ
untuk	IN
persoalan-persoalan	NN
ini	DT
dari	IN
lembaga-lembaga	NN
Eropa	NNP
,	,
dimulai	VB
dari	IN
dalam	NN
Parlemen	NNP
Eropa	NNP
sendiri	NN
.	.
"	''

Naskah	NN
asli	JJ
Harry	NNP
Potter	NNP
dipamerkan	VB

Naskah	NN
asli	JJ
dari	IN
kisah	NN
Harry	NNP
Potter	NNP
yang	IN
ditulis	VB
tangan	NN
oleh	IN
pengarang	NN
nya	PRP$
,	,
JK	NNP
Rowling	NNP
,	,
dipamerkan	VB
sebagai	IN
bagian	NN
dari	IN
festival	NN
buku	NN
di	IN
Skotlandia	NNP
selatan	NNP
.	.

Dua	CD
halaman	NN
naskah	NN
yang	IN
dibingkai	VB
dan	CC
ditandatangani	VB
oleh	IN
JK	NNP
Rowling	NNP
itu	DT
berisi	VB
Balada	NN
Nick	NNP
Si	DT
Kepala	NN
Nyaris	RB
Putus	VB
.	.

Naskah	NN
itu	DT
akan	MD
dipamerkan	VB
dalam	IN
festival	NN
di	IN
kota	NNP
Wigtown	NNP
tanggal	NN
24	CD
sampai	IN
3	CD
Oktober	NNP
.	.

Kisah	NN
hantu	NN
Nick	NNP
itu	DT
awalnya	RB
ditulis	VB
sebagai	IN
bagian	NN
dari	IN
buku	NN
Harry	NNP
Potter	NNP
dan	CC
Kamar	NN
Rahasia	NN
tetapi	CC
kemudian	CC
kedua	CD
halaman	NN
itu	DT
dibuang	VB
sehingga	IN
tidak	RB
termasuk	VB
dalam	IN
buku	NN
yang	IN
diterbitkan	VB
.	.

Kedua	CD
halaman	NN
itu	DT
disumbangkan	VB
oleh	IN
JK	NNP
Rowling	NNP
bagi	IN
Yayasan	NNP
Kamus	NNP
Bahasa	NN
Skotlandia	NNP
tahun	NN
2005	CD
untuk	IN
mendukung	VB
pengumpulan	NN
dana	NN
bagi	IN
pembuatan	NN
kamus	NN
baru	JJ
bahasa	NN
asli	JJ
Skotlandia	NNP
.	.

Sekarang	NN
halaman	NN
naskah	NN
asli	JJ
itu	DT
dimiliki	VB
oleh	IN
seorang	DT
kolektor	NN
buku	NN
terkemuka	JJ
Inggris	NNP
dan	CC
pemilik	NN
jurnal	NN
Asia	NNP
Literary	NNP
Review	NNP
Ilyas	NNP
Khan	NNP
dan	CC
belum	RB
pernah	MD
dipamerkan	VB
kepada	IN
umum	JJ
.	.

Ilyas	NNP
Khan	NNP
mengatakan	VB
,	,
"	``
The	NNP
Asia	NNP
Literary	NNP
Review	NNP
pernah	MD
mendukung	VB
berbagai	DT
festival	NN
buku	NN
tetapi	CC
saya	PRP
harus	MD
mengatakan	VB
bahwa	IN
saya	PRP
sangat	RB
senang	JJ
kami	PRP
ikut	VB
dalam	IN
Festival	NNP
Wigtown	NNP
ini	DT
.	.
"	''

"	``
Memamerkan	VB
naskah	NN
Balada	NN
Nick	NNP
si	DT
Kepala	NN
Nyaris	RB
Putus	VB
adalah	VBZ
cara	NN
yang	IN
sangat	RB
bagus	JJ
untuk	IN
membantu	VB
mendukung	VB
acara	NN
ini	DT
.	.
"	''

TV	NN
Australia	NNP
salah	JJ
sebut	VB
pemenang	NN

Acara	NN
TV	NN
Australia	NNP
's	NNP
Next	NNP
Top	NNP
Model	NNP
,	,
sempat	MD
mengumumkan	VB
pemenang	NN
yang	IN
salah	JJ
dalam	IN
final	NN
yang	IN
disiarkan	VB
langsung	RB
pada	IN
seri	NN
nya	PRP$
yang	IN
keenam	JJ
.	.

Kelsey	NNP
Martinovich	NNP
dianugerahi	VB
mahkota	NN
kemenangan	NN
sesuai	JJ
pilihan	NN
pemirsa	NN
dan	CC
sedang	MD
menyampaikan	VB
pidato	NN
,	,
namun	CC
presenter	FW
Sarah	NNP
Murdoch	NNP
menyela	VB
.	.

Sambil	IN
menggeleng-gelengkan	VB
kepala	NN
dan	CC
mendengarkan	VB
ear	FW
piece	FW
dia	PRP
mengatakan	VB
:	:
"	``
Saya	PRP
mual	JJ
dengan	IN
masalah	NN
ini	DT
.	.
Saya	PRP
amat	RB
meminta	VB
maaf	NN
,	,
ini	PRP
semata-mata	RB
kecelakaan	NN
.	.
"	''

Dia	PRP
kemudian	RB
mengumumkan	VB
pemenang	NN
yang	IN
sebenarnya	RB
,	,
yaitu	IN
Amanda	NNP
Ware	NNP
yang	IN
berusia	VB
18	CD
tahun	NN
.	.

"	``
Ini	PRP
lah	RP
yang	IN
terjadi	VB
kalau	IN
siaran	NN
TV	NN
langsung	JJ
,	,
"	''
kata	VB
Sarah	NNP
Murdoch	NNP
.	.

"	``
Ini	PRP
edan	JJ
,	,
edan	JJ
,	,
edan	JJ
.	.
"	''

Adapun	CC
Martinovich	NNP
-	:
yang	IN
sempat	MD
disebut	VB
sebagai	IN
pemenang	NN
selama	IN
sekitar	RB
satu	CD
menit	NN
tampak	VB
menerima	VB
kesalahan	NN
itu	DT
dengan	IN
baik	JJ
.	.

"	``
Ok	FW
,	,
ini	PRP
semata-mata	RB
kekeliruan	NN
,	,
"	''
kata	VB
nya	PRP
.	.

Sarah	NNP
Murdoch	NNP
berusaha	VB
menjelaskan	VB
kekeliruan	NN
itu	DT
terjadi	VB
karena	IN
selisih	NN
suara	NN
yang	IN
ketat	JJ
.	.

"	``
Yang	PRP
memimpin	VB
terus-menerus	RB
berganti	VB
.	.
Benar-benar	RB
tergantung	VB
pada	IN
beberapa	DT
suara	NN
.	.
Maju	VB
mundur	VB
dan	CC
akhirnya	RB
Amanda	NNP
pemenang	NN
nya	DT
,	,
"	''
jelas	VB
nya	PRP
.	.

Kedua	CD
finalis	NN
kemudian	RB
berpelukan	VB
sebelum	IN
Ware	NNP
mengucapkan	VB
terima	NN
kasih	NN
kepada	IN
para	DT
pendukung	NN
nya	PRP$
dan	CC
berjalan	VB
di	IN
atas	NN
catwalk	FW
untuk	IN
terakhir	JJ
kali	NN
.	.

Dan	CC
Sarah	NNP
Murdoch	NNP
-	:
seorang	DT
model	NN
yang	IN
merangkap	VB
presenter	FW
TV	NN
-	:
menikah	VB
dengan	IN
putra	NN
Rupert	NNP
,	,
Lachlan	NNP
.	.

Membaca	VB
Don	NNP
Quixote	NNP
untuk	IN
YouTube	NNP

Akademi	NNP
Kerajaan	NNP
Spanyol	NNP
mengundang	VB
orang	NN
di	IN
seluruh	DT
dunia	NN
untuk	IN
merekam	VB
segmen	NN
dari	IN
novel	NN
klasik	JJ
Don	NNP
Quixote	NNP
dan	CC
mengunggah	VB
nya	PRP
ke	IN
YouTube	NNP
.	.

Karya	NN
Miguel	NNP
de	NNP
Cervantes	NNP
ini	DT
sering	RB
disebut	VB
sebagai	IN
novel	NN
Spanyol	NNP
yang	IN
paling	RB
populer	JJ
walau	IN
tak	RB
banyak	JJ
yang	IN
pernah	MD
membaca	VB
nya	PRP
.	.

Namun	CC
kini	NN
Akademi	NNP
Kerajaan	NNP
Spanyol	NNP
,	,
yang	IN
merupakan	VB
pelindung	NN
resmi	JJ
bahasa	NN
Spanyol	NNP
,	,
membagi	VB
karya	NN
itu	DT
ke	IN
dalam	NN
2.000	CD
segmen	NN
.	.

